B2_Blue,B3_Green,B4_Red,B8_NIR,NDVI,NDWI,Turbidity_Index,date
-0.26989170420523584,-0.26283176155694515,-0.22310232440419434,-0.3418497202661263,-0.6286046119809627,0.2771708997209948,0.6652415770011368,2016-02-05
-0.2083885091578327,-0.1133247278547962,-0.030070773095222315,0.05708709901337326,-0.07669616826959917,-0.21510498186658805,0.9264628403123863,2016-06-04
-0.31806408101171224,-0.26695095049996764,-0.21726738140863777,-0.15758121712449596,0.1874817224649542,-0.3971297370832065,0.8600664174942712,2016-10-22
-0.340139526084461,-0.30971386989770655,-0.2660784929903211,-0.29877821168626717,-0.12493171541907337,-0.1713329975113803,0.9004014357751224,2016-11-21
-0.3204285411442746,-0.31095420410895913,-0.28652261295395687,-0.3665116477614428,-0.3132248186364449,0.07334565741788944,0.536678602192984,2016-12-21
-0.26543317162006225,-0.2461748856730452,-0.22628243045467808,-0.2656130735600787,-0.2397988391193867,0.0965118816589433,0.2590304441193251,2017-02-09
-0.23263694992168896,-0.15943811259464138,-0.0914897941173168,0.021838509246882912,0.14092568245617723,-0.3518387252256438,0.8237228531443953,2017-04-10
-0.27688445040070014,-0.14826930783676567,-0.045008280344093904,0.10208944647670382,0.17840803344163242,-0.5248935316244473,1.3573455199452014,2017-04-30
-0.26972943359134566,-0.2364954264433298,-0.20569898699420663,-0.06620611466105211,0.49649829401309126,-0.5108598071842768,0.4249825522066642,2017-10-02
-0.3039627650883035,-0.2622312186845634,-0.2286286971795849,-0.10872006061830182,0.47124545981684607,-0.5272062193872481,0.5522252043146436,2017-10-07
-0.28905043769239513,-0.25480031462686104,-0.20938052230553,-0.13928210791289872,0.21457246009468178,-0.38505719631936647,0.7417559664008295,2017-10-22
-0.18392700935340256,-0.18023641234335838,-0.16628358557745682,-0.20423866036714883,-0.34927187047886743,0.2571865894994522,-0.007443481570352273,2017-11-01
-0.177517099598651,-0.1944163250514852,-0.18875332824552668,-0.21976678651750942,-0.27547689286682003,0.23215717427847843,-0.11438595397074058,2017-11-21
-0.2443692925909304,-0.23902063009613317,-0.2172738642366897,-0.2772171990657961,-0.3546221745946945,0.18019921199123096,0.272401878452796,2017-12-01
-0.30826474652692665,-0.31002250394958614,-0.2852915424994668,-0.33725883659140127,-0.17649564695616526,-0.03145833215644981,0.5393684012547023,2018-01-10
-0.33928720061151446,-0.3271535542910199,-0.3030777029615099,-0.36959600222822075,-0.20988771892198724,-0.018568379846988683,0.5837757880311377,2018-01-15
-0.26568926340225035,-0.24110947995693247,-0.18376602817708115,-0.20408848765690185,-0.23676261615731373,-0.0886773508358784,0.9084488762917435,2018-03-11
-0.28487079066333343,-0.21566865441629568,-0.14018659661360355,-0.08313953484667087,0.011686456667640907,-0.33932953379032,1.136027737801068,2018-03-26
-0.24679261757131418,-0.2169729861538361,-0.15327942897849922,-0.14066735961859056,-0.15079914978258374,-0.16188812203209776,0.9373460099241793,2018-03-31
-0.2618745752353609,-0.1826637821873107,-0.1084869508525652,0.003876136148421781,0.17149263313146543,-0.4233606297413792,1.0001848614173363,2018-05-05
-0.25666134741234653,-0.1963262661752578,-0.1141647018229994,0.04787178369946424,0.37670008809827815,-0.6273799564081318,1.1809226080619082,2018-05-10
-0.22175171098567992,-0.14992525219400152,-0.07130300787379629,0.03959250073607753,0.09171631665254742,-0.3537959946807975,0.9666742516510326,2018-05-25
-0.3877226771529786,-0.21658940899386483,-0.07425713439015427,0.034751396834264967,0.09013345155586812,-0.7014259677267829,2.2920531141916585,2018-06-04
-0.31578040204001495,-0.2773042763376209,-0.2469225905952792,-0.14104768677908341,0.4570154174548447,-0.5131515301583245,0.5405250471463502,2018-10-12
-0.29728179358632745,-0.27041098981505546,-0.23360497278971964,-0.15011014212024543,0.3284709341955292,-0.4422982113469972,0.6365198121474805,2018-10-17
-0.3321917954043949,-0.2991658989222029,-0.2645201275888277,-0.20426851436512122,0.3010539994462964,-0.43683331866161834,0.6918279252514109,2018-10-22
-0.26181590432855806,-0.23509253820175463,-0.2071296158078832,-0.25240364665786585,-0.30548334164550184,0.11448636406511041,0.37109656775710326,2018-11-11
-0.3898965291181322,-0.35546503216428876,-0.32500914804338177,-0.28086068355506894,0.3810877361552559,-0.5307456570675816,0.81249003188375,2018-11-21
-0.3234403167504416,-0.3268451810212115,-0.308087776128398,-0.30187267702917153,0.1584052481810056,-0.26905592714301335,0.4787587028398554,2018-11-26
-0.37584526562338655,-0.3574783171697096,-0.3286495365835678,-0.339999265804244,0.12430009379135842,-0.3291320435425838,0.787128276709153,2018-12-01
-0.3070548511816697,-0.32081441552198375,-0.3167447571697567,-0.34623896954207734,0.006009518227932112,-0.06645227431846921,0.17416179680602395,2018-12-16
-0.5370507107808128,-0.581840496255064,-0.639051323773673,-0.8121245151927802,0.09421624461485306,0.05360320625025289,-0.46582157512137007,2018-12-21
-0.6608355230859368,-0.7596504092873182,-0.8113592935269212,-1.1268307358067704,-0.4990936935823562,0.20999361390247775,0.5538886385512944,2018-12-26
-0.6462758573877667,-0.6791075602787191,-0.7153234254345946,-0.8982797244298324,0.32692910748221043,-0.43395340681583344,0.6106945470873778,2018-12-31
-0.5232708903963048,-0.6021451768396632,-0.6628139228490582,-0.9438934929243824,-0.6856131549766348,0.6613816789580755,-0.5026885001195234,2019-01-05
-0.4382368608030993,-0.5084459511035234,-0.5402290583326436,-0.8967599913433253,-1.585436140593964,1.2079505762377656,-0.027854279832359177,2019-01-10
-0.7087025236228088,-0.7353059891972777,-0.7558548687080279,-0.9384825277904001,0.5212325779263859,-0.846827017640638,1.5990828267240376,2019-01-20
-0.5238591073150111,-0.6090435004329385,-0.6728859262888682,-0.8448822970483589,0.2328076488928296,-0.019745918173449145,-0.575250222514092,2019-01-25
-0.1695644747599188,-0.2558452075884265,-0.30737896513742907,-0.600295279651821,-1.4553033874968935,1.4029244946150992,-0.9998876796063728,2019-01-30
-0.6325385361626068,-0.6985888520634365,-0.7395163718874337,-0.8735062082572971,0.8304456753932924,-0.8029638153514527,0.5644808568728381,2019-02-04
-0.3356264295787771,-0.31521493921280536,-0.2928553986850657,-0.2790157922158961,0.15735580528520854,-0.27724879580542044,0.5107495419325151,2019-02-09
-0.3849201987835107,-0.46321729363042985,-0.5113259009226945,-0.9490756105392755,-2.299610682496142,1.9115838309778088,-0.5539023347480894,2019-02-19
-0.6653090777883554,-0.7141515257611027,-0.7387373789342085,-0.8458745050107016,1.0306982462745007,-1.142448065952127,1.265797026537584,2019-02-24
-0.6522492821804962,-0.6722251390384969,-0.6837034935834245,-0.7384177538430587,1.1170116777831223,-1.2427745852659566,1.4022856420072702,2019-03-01
-0.25031620352762624,-0.24474231530788482,-0.2134735041036688,-0.19548274358748596,-0.004406398803289348,-0.13922458391569403,0.45738184653978764,2019-03-06
-0.546010272176947,-0.5636735224022792,-0.5695575426638265,-0.7631605000444216,-0.2835588216959874,-0.047451702701422536,0.8878630896563935,2019-03-11
-0.588124098750993,-0.6125774118142109,-0.6175480946994513,-0.657358521491376,0.9085863331494195,-1.032460099103419,1.196682271889863,2019-03-16
-0.6050044877853186,-0.6253665450576701,-0.6346752340049168,-0.7515365814639515,0.47663388621110714,-0.6936286764797075,1.1466663139569124,2019-03-21
-0.6091528284964852,-0.629917531754019,-0.6180858608227942,-0.680302129648178,0.7698544203144319,-1.0926359632646514,1.8294485011747104,2019-03-26
-0.6239638629426063,-0.6192363091700238,-0.5968414486405856,-0.6473271943509477,0.7563430821398452,-1.1430546387617448,2.068257135439666,2019-03-31
-0.5994521633795297,-0.6227206451912592,-0.6137208371124782,-0.7324819197542752,0.38164556938358746,-0.7651195970887462,1.6880676936517016,2019-04-05
-0.5809986281225515,-0.5728928855825262,-0.5594033772739831,-0.6103282195575311,0.6090011466750564,-0.880915446201282,1.4771052014052162,2019-04-10
-0.5632454337695841,-0.564794378657518,-0.5492142822096288,-0.565708145379165,0.7733210558105488,-1.0060582800619382,1.4835986112769792,2019-04-15
-0.5503520881230968,-0.5459710545690913,-0.5391651397379157,-0.524518381660092,0.9111247620432851,-1.0180605290253344,1.135039312078274,2019-04-20
-0.5423343140956123,-0.5664869250403128,-0.5700449382489591,-0.6603836149897557,0.40539032669661096,-0.5912811032257062,0.9668822216639327,2019-04-25
-0.23703352340341713,-0.15785687159423764,-0.0893348646324952,-0.002819801250198565,0.03106636110614121,-0.2697563470789664,0.8281963506867998,2019-04-30
-0.20948921375347027,-0.1794511959971371,-0.12563886473199962,-0.024664724275092927,0.16145822008417265,-0.31980386872310407,0.6518260314294971,2019-05-05
-0.5243490844696918,-0.5068566587434528,-0.4931026818789326,-0.5070497023150466,0.5873995310700024,-0.7662045727877116,1.1055846982033397,2019-05-10
0.3164020259250123,0.26824274261696485,0.2061635507604033,0.20929614664547155,-0.7353461570356353,1.0314680133714746,-1.5677262397251805,2019-05-15
-0.5472752806706422,-0.5451820174978599,-0.5402941667772954,-0.5238114287528637,0.9256352248395069,-1.0142911824906051,1.079679664381707,2019-05-20
-0.1858373740274802,-0.11625277671533427,-0.051498905873742666,0.12978553698133413,0.317952246089412,-0.4372990994625747,0.6472613463407104,2019-05-25
-0.5510259242977121,-0.534332927735624,-0.5186719978442865,-0.4748848604443221,0.9915751524553774,-1.1228499786596793,1.3031955680467178,2019-05-30
-0.5400201798648461,-0.5599458465006188,-0.5666731286225711,-0.6386884997130591,0.5074202267772379,-0.6353744466480676,0.8453336221581844,2019-06-04
-0.5629726487178731,-0.5634404532057767,-0.554688569927262,-0.5817303725520501,0.7328144837457541,-0.9242807285079945,1.2878853568514261,2019-06-09
-0.5285160386294496,-0.519593418381717,-0.4990997019431723,-0.47888987348995865,0.7939063714595712,-0.9851250526846023,1.3444490818940782,2019-06-14
-0.5335121718089307,-0.5150440759125051,-0.5102887172018259,-0.5080929330939488,0.7358061388492151,-0.8284061689274596,0.9203502254333751,2019-06-19
3.2195033992344277,3.369845125284505,3.4327315748427867,3.6494226905907774,-1.7791919111993222,1.8292210071484774,-1.565333515893665,2019-06-24
-0.49825339265468455,-0.47308543710106193,-0.4656781076175406,-0.4768198229912269,0.5125329780977946,-0.6239835272720963,0.7895093964111327,2019-06-29
1.7676169951340004,1.8237177608564017,1.8372616772759325,1.7459310163277602,-1.915508215070838,1.9109426687691293,-1.4957278635054592,2019-07-04
-0.1309176085797474,-0.10848313624830176,-0.1029772389282913,-0.22079840273584547,-0.8162817611880381,0.6974379471727684,-0.2897901120527246,2019-07-14
0.5928694817303887,0.5938519506922216,0.5742250802390867,0.44362212845943194,-1.5117852489548662,1.5391371601541723,-1.2961490229485912,2019-07-19
-0.20009329842773296,-0.30785529251776494,-0.3999549196269429,-0.6009000941562479,-0.7464374910192999,1.0827912475535806,-1.7002227252139843,2019-07-24
0.9234656537460446,0.9224561620864963,0.9106761295853932,0.7717105778624066,-1.7146137109755228,1.7208955088332614,-1.380544651102248,2019-07-29
3.787799790322266,3.9271775280548393,3.9482710598714323,4.155335487756779,-1.8822026711534041,1.9735549543754065,-1.769137531793965,2019-08-03
-0.5107556244553415,-0.5093733189155827,-0.5259320355630721,-0.4979742515722506,0.9338936933358387,-0.8241365307013718,0.3575394843161639,2019-08-08
0.4446123392372215,0.3869540941702415,0.33954854872196927,0.23492244049369365,-1.2537187811728028,1.3951488634997236,-1.4638192311698595,2019-08-13
-0.5858133651700693,-0.6950890897502616,-0.7652083373392816,-1.0214072647011814,-0.09118454912744507,0.20211041347625963,-0.48802476756043306,2019-08-23
-0.44151936568617234,-0.5298361106758326,-0.6280803330859617,-0.9292682217290978,-0.9519705690096086,1.2325361549162464,-1.6761948708569534,2019-08-28
-0.4598746135902366,-0.5117171700509823,-0.5590660167940597,-0.6023282656033945,0.6535711910912996,-0.39117552028093705,-0.40891500098734185,2019-09-02
-0.18809044258729288,-0.3315774957627464,-0.4363430453722983,-0.7441233126771203,-1.375174041909774,1.6406372889063878,-1.9344016646048492,2019-09-12
3.879015653401677,3.708961819114642,3.475084618088589,3.3999744316445675,-2.1750587994372648,2.4697889232429926,-2.5947906525742797,2019-09-17
2.651388362230835,2.7726944969088816,2.8077904475236246,3.1333553013700217,-1.4806850452139726,1.6062452150183313,-1.5808259947995982,2019-09-22
1.6004775998411453,1.6945484609104418,1.7518589796675328,1.734601263789318,-1.7418287017267537,1.6893991937460606,-1.2152477206811076,2019-09-27
0.1474045987419883,0.14137727905359584,0.12228245635091438,-0.004632658503824177,-1.133519419486657,1.1469094735494345,-0.9683714763457505,2019-10-02
0.250338605726362,0.2247173484461852,0.1692286626518592,0.23830013881843234,-0.4545288838652094,0.7846992266706836,-1.4700957572737952,2019-10-07
-0.6541014440138283,-0.7016962417485967,-0.7248678165781329,-0.7532959427224032,1.5107772359442615,-1.4907795434364075,1.2201216230853933,2019-10-12
-0.48751419815124586,-0.5308385313385875,-0.5827480436385747,-0.7163601552978104,0.16961077738056976,-0.0023119832199703515,-0.47176936023040095,2019-10-17
0.342031304256217,0.29428002378722506,0.21476388813410324,0.20003740900269784,-0.809397308275374,1.1549913393452251,-1.773782886844472,2019-10-22
-0.5324535507847417,-0.5780773643159229,-0.6284696151945707,-0.7245507754196003,0.5920461537352097,-0.3803128565884652,-0.2855864376442644,2019-10-27
-0.1027956959630507,-0.16442216692299375,-0.2583270389067195,-0.5184454028850001,-1.3246229757828778,1.5594000778876256,-1.8043271228182574,2019-11-01
-0.5861419592762295,-0.6283655866750136,-0.6760154138983391,-0.7738113946176753,0.7864166379502643,-0.6066825944153125,-0.015688639018308147,2019-11-06
-0.2261796589091224,-0.26630015048685607,-0.34405803538357077,-0.5193802644005566,-0.7061156126527478,0.9754999855238583,-1.4631403190473065,2019-11-11
-0.5561291979931783,-0.6011112680801219,-0.6593798853746113,-0.7984753136028602,0.42103508888950514,-0.20542670386905004,-0.4355978445624123,2019-11-16
-0.5706990353273996,-0.6674811732270017,-0.7450780746324414,-0.9899878481412577,-0.07310075111486564,0.29351580666348814,-0.8355529639377949,2019-11-21
-0.36816644964937734,-0.43558218847315444,-0.5150487786955513,-0.8422169506225745,-1.392328244355257,1.4566646993010381,-1.3241214694361478,2019-11-26
-0.5464615722771428,-0.611756340992211,-0.672219568652638,-0.755848686630849,0.8666778202045964,-0.5373963347763623,-0.46607656588070473,2019-12-01
-0.4364241485288162,-0.4925219952010878,-0.5693313776270926,-0.7346730499825268,-0.08864278265263852,0.4127298447351668,-1.1822375100913087,2019-12-06
0.7305406643122646,0.6748444442013778,0.6021964924230808,0.5100226017987465,-1.408495825280576,1.6236680131061476,-1.8048334789494447,2019-12-11
-0.3217225032394307,-0.43014323882400307,-0.48469725680934905,-0.7269795693452764,-0.8360838111911683,0.8591746526091399,-0.7740613263371804,2019-12-31
-0.5697646672620832,-0.6284052458159073,-0.6871786540575061,-0.8653757956605189,0.24366317579249858,-0.09263029029259182,-0.35836190168661214,2020-01-05
-0.6105466532671563,-0.6841563405642193,-0.745099021994667,-0.8609447133736987,0.999344269957343,-0.7127737113916524,-0.21182460682723384,2020-01-10
-0.5643046134742898,-0.6264059776556309,-0.6868382160171193,-0.8354014468636211,0.4682544626912976,-0.247238715588404,-0.4163593691641038,2020-01-15
-0.6650450321427137,-0.7124690821981123,-0.7540497500270434,-0.8799164879192054,0.9710028385778308,-0.926914580337935,0.6283472620564573,2020-01-25
-0.6604691968580896,-0.7256345017925218,-0.7661187141078403,-0.8802165366806024,1.1302201636142093,-1.0823950124345438,0.7577378663206079,2020-01-30
-0.6458645475998167,-0.6748048224367423,-0.6944123610179581,-0.8215591140830101,0.6611850787467684,-0.8329111578915415,1.1469158861313768,2020-02-04
-0.4116598347578987,-0.49589400565435116,-0.5109790471238481,-0.8078432370860886,-1.17082571803404,0.7833454283465991,0.3409056191919286,2020-02-09
-0.664019789834741,-0.7004830567863836,-0.719693519691079,-0.8288981227765748,0.9157760472572777,-1.0788088937086047,1.3524832645866611,2020-02-14
-0.621275309439338,-0.6861543032846267,-0.710342339491335,-0.8899049671892011,0.33205425528082766,-0.5638289631133172,1.0701966662558944,2020-02-19
-0.5595850496410324,-0.6223779890209123,-0.6557107362890436,-0.9334259922930496,-0.6777202830323934,0.3911959713027635,0.39567348802378377,2020-02-24
-0.25034002730763755,-0.3432123299357805,-0.38788324941539487,-0.7461322865722038,-1.7876096995325872,1.574239988130849,-0.731793184448631,2020-02-29
-0.6275388403354927,-0.7108201365127977,-0.7521254236333896,-1.1456607378859567,-1.5670122749719129,1.0039313563004189,0.6277857455398226,2020-03-05
-0.6532665500900837,-0.6782876759769071,-0.6823254116738188,-0.7080208875585996,1.3004735797065738,-1.4566609109627613,1.7021267425951971,2020-03-10
-0.5651513655060764,-0.6004467265343159,-0.6330046276386587,-0.7048148335384777,0.7710275299756744,-0.68843900356662,0.3144757099395415,2020-03-15
-0.5583223893004527,-0.6202698435811073,-0.6362220086769723,-0.8024343602894486,0.13392849397741774,-0.371022366214872,0.912798497748342,2020-03-20
-0.6828503444776872,-0.6782005189378438,-0.6789548250062855,-0.6916277656593164,1.366536007803296,-1.5338247350881573,1.8132531711509414,2020-03-25
-0.6067750229401307,-0.6111566091444229,-0.6048231564591792,-0.5491760259485082,1.4144510685001328,-1.4968497628434894,1.5249945863405898,2020-03-30
-0.5326585780595021,-0.5392843116531666,-0.5475826848773375,-0.5404335679091758,0.9016124838238317,-0.8941549484274791,0.7007066989022357,2020-04-04
-0.4055340319730228,-0.45552114055690734,-0.49516780942293337,-0.4910621572414965,0.693210876593211,-0.43108666052135125,-0.37624722102483515,2020-04-09
-0.5566785693405805,-0.5666224097386823,-0.5714231228854109,-0.5006797968352357,1.3488635382819993,-1.294173466142361,0.9333643947490443,2020-04-19
-0.575606720971602,-0.5719035869994495,-0.5706930189964625,-0.5070631574873138,1.3073423924637477,-1.314509956947286,1.1292539933627146,2020-04-24
-0.5381294394143205,-0.5510372502789868,-0.5542013148486835,-0.4882864740195075,1.250184795328161,-1.2098296398196262,0.8956116249775299,2020-04-29
0.21146378485747266,0.19048520634648586,0.15141621982346787,0.23782352080358216,-0.3688493578501994,0.6503294718947269,-1.2538848237267628,2020-05-04
-0.5498366137544669,-0.5668927673299747,-0.5643574384159631,-0.5150704764368672,1.202568618003711,-1.237849001406931,1.137129718504576,2020-05-09
-0.5382483568764752,-0.5394634329925853,-0.5381234810318888,-0.5128942994583653,0.9655225958595615,-1.0112150713851367,0.9554466215299365,2020-05-14
-0.5631184793263959,-0.5484655650898109,-0.5415262212021509,-0.47293459803566285,1.2125082017270667,-1.2493415337321327,1.1524610107278925,2020-05-24
-0.16698673263609864,-0.16256188834153437,-0.1916077940153095,-0.13478186939461256,0.11824117010419817,0.12009037458864916,-0.7478126120009573,2020-05-29
-0.506230289130505,-0.5148463101845008,-0.5325127381037718,-0.4828722415576366,1.0759583965457558,-0.9302945894164042,0.35159610858003515,2020-06-03
-0.5337717062886762,-0.5659689460776096,-0.5896916979540395,-0.5574048381259277,1.215789423866458,-1.0521389118522921,0.40885256528547326,2020-06-08
-0.44113843227707683,-0.4739313001916212,-0.5160314136123281,-0.5537173492035076,0.53200736863894,-0.3053398451131947,-0.38469085142544673,2020-06-13
-0.5406740306618778,-0.5501736735088778,-0.5500229390252925,-0.5252872476272945,1.0092823273958902,-1.0507739626053945,0.9800174285613883,2020-06-18
-0.19548310103184227,-0.1699762770936021,-0.1643258296608343,-0.14210616033070245,-0.0875386856393435,0.10402507085900801,-0.16687019262836775,2020-06-23
-0.45782781189795213,-0.4441403341230594,-0.44900504856234225,-0.4082497175236542,0.7302617405344289,-0.6777367883941733,0.3869077579447099,2020-06-28
-0.455695074125101,-0.5070834580812691,-0.5518389616091177,-0.6382637022321057,0.3655464520776919,-0.18621790087705115,-0.3570150001988402,2020-07-03
1.5634217905812293,1.6120477293209527,1.6313953948020883,1.3904849970753979,-2.1857297642170144,2.0887332533809833,-1.4068800631664784,2020-07-08
-0.526718780031924,-0.5080514750119097,-0.5252534814486074,-0.4482151390639125,1.1917199170879083,-1.0138391221364382,0.33613879802647934,2020-07-13
-0.4615952449501757,-0.5013225068136228,-0.5686384642522453,-0.49441946152742944,1.355521493161683,-0.7739205465312214,-0.9328758765574849,2020-07-23
-0.485498496123736,-0.4895172599693144,-0.5194502950566023,-0.3846555599178654,1.4598557818817295,-1.1112818907450588,-0.0453089492352396,2020-07-28
-0.5303146068992717,-0.5263556370588527,-0.5554864760813705,-0.4550194615273099,1.4372998665619299,-1.135670538837153,0.10317638232191574,2020-08-02
-0.47376827344170486,-0.49236220308997586,-0.5283501788187022,-0.44277410228000863,1.2481778814236277,-0.9106287564394578,-0.1840450764388379,2020-08-07
0.4028743719884907,0.39464519373077944,0.3765395681374186,0.11722881565868272,-1.8430068472573498,1.749979018743277,-1.16206277400183,2020-08-12
0.5021949650775479,0.43353854539595776,0.33629586106104903,0.45457150286502845,-0.5038948449678351,0.9923691265317259,-1.9927208409066202,2020-08-17
-0.5690370223961048,-0.569026169245721,-0.6045610794755314,-0.5469002275820402,1.4244831868138963,-1.1238371730473928,0.09567662163710022,2020-08-22
-0.27240783534159096,-0.33485770251458374,-0.3954942045863103,-0.47483703614297235,-0.05811397099696729,0.35186306936651174,-1.0621310325993008,2020-08-27
0.5461665288817948,0.5435453259900754,0.5115256824234728,0.48812995233942397,-1.126735281243122,1.2733747712621484,-1.3867744253510979,2020-09-01
0.13198295061191043,0.07570310873555779,0.0009143934452139372,-0.24246129125149427,-1.5173974193493285,1.6512172602605715,-1.633323151503115,2020-09-06
-0.5652792792239206,-0.567764278069583,-0.6007652507849831,-0.49550121670170677,1.6656142568777157,-1.32504561111378,0.1606675381991602,2020-09-11
-0.5557394306521384,-0.5846656229973319,-0.6223497601412266,-0.5753477428435287,1.4471132216281855,-1.1417654276403126,0.09827577241302687,2020-09-16
-0.5547049169855859,-0.6017737203103302,-0.6671595303365393,-0.7816528225122013,0.6295697530314472,-0.303627439973793,-0.6421851439381053,2020-09-21
2.120896324939847,2.1574982478201803,2.168167995031343,2.0415853104085855,-2.0580094880784463,2.0472505189657237,-1.582153970711591,2020-09-26
-0.6240100196014133,-0.6289609502319178,-0.6489394079553391,-0.6014032631605349,1.579591033031306,-1.4433376890455756,0.8405826935165945,2020-10-01
-0.6399724665598848,-0.6664659516824267,-0.6821426788682947,-0.6334172722290279,1.7598923415161507,-1.6772387523133436,1.2197881387458207,2020-10-06
-0.6302560169256111,-0.6468676261044535,-0.6670850975204234,-0.6799520255255008,1.3055423706038405,-1.2636722627652157,0.9413463929202357,2020-10-11
-0.5947440088193843,-0.6429291472831172,-0.6747078760418986,-0.7049142275897425,1.2331071353928351,-1.1039872344487955,0.550401035833447,2020-10-16
-0.6282232425472243,-0.654767500449616,-0.6798882444251303,-0.7092034522864092,1.2647702300884511,-1.2039633442422313,0.8323869890216077,2020-10-21
-0.4066873584713665,-0.45640867448114303,-0.5065159158798854,-0.626318150646967,0.01367186020417595,0.1604720374648181,-0.6165180326294644,2020-10-26
